at,score,content,content_bersih,label_sentimen,content_final
2026-03-05 21:46:41,1,"aplikasi tidak bisa di gunakan sama sekali,udah punya rekening malah di arah in ke buka tabungan baru,udah itu masukin no baru aja susah nya kaya ga ketulungan,petasan nilai rantingnya jelek banget.",aplikasi tidak bisa di gunakan sama sekali udah punya rekening malah di arah in ke buka tabungan baru udah itu masukin no baru aja susah nya kaya ga ketulungan petasan nilai rantingnya jelek banget,Negatif,udah rekening arah in buka tabung udah masukin no aja susah kaya ga ketulungan petas nilai ranting jelek banget
2026-03-05 21:27:22,5,cara ajukan kartu ATM nya bagaimana yah,cara ajukan kartu atm nya bagaimana yah,Positif,aju kartu atm yah
2026-03-05 19:29:42,3,"aplikasi gila, susah bgt mau tf mau isi pulsa mau segala macem susah, tidak ada sinyak mulu,muter mulu, padahal pulsa dan sinyal kuota banyaaak",aplikasi gila susah bgt mau tf mau isi pulsa mau segala macem susah tidak ada sinyak mulu muter mulu padahal pulsa dan sinyal kuota banyaaak,Negatif,gila susah bgt tf isi pulsa macem susah sinyak mulu muter mulu pulsa sinyal kuota banyaaak
2026-03-05 19:01:42,3,mau log in masuk ke nomor tlpn ga nerima² kode otp . sampe capek sendiri ga jg ada sms n5a..,mau log in masuk ke nomor tlpn ga nerima² kode otp sampe capek sendiri ga jg ada sms na,Negatif,log in masuk nomor tlpn ga nerima kode otp sampe capek ga jg sms na
2026-03-05 17:56:03,2,tiap pembayaran qris sering kendala malu maluin kalo mau bayar aja apa lagi disaat ngantri,tiap pembayaran qris sering kendala malu maluin kalo mau bayar aja apa lagi disaat ngantri,Negatif,bayar qris kendala malu maluin kalo bayar aja saat ngantri
2026-03-05 17:25:42,1,jelek bgt sistem nya,jelek bgt sistem nya,Negatif,jelek bgt sistem
2026-03-05 17:12:28,1,apk eror mulu kacaau,apk eror mulu kacaau,Negatif,apk eror mulu kacaau
2026-03-05 16:29:43,1,ga jelas ga bisa transfer ke rekening lain sama topup ovo dana dll makin lama makin sampah sering error kacau dah sekelas bank daerah,ga jelas ga bisa transfer ke rekening lain sama topup ovo dana dll makin lama makin sampah sering error kacau dah sekelas bank daerah,Negatif,ga ga transfer rekening topup ovo dana dll sampah error kacau dah kelas daerah
2026-03-05 15:49:12,1,"aplikasi gak jelas bukannya perbaikan malah semakin down sistemnya, harus nya belajar dari kasus kemarin perbaikan dong",aplikasi gak jelas bukannya perbaikan malah semakin down sistemnya harus nya belajar dari kasus kemarin perbaikan dong,Negatif,gak baik down sistem ajar kemarin baik
2026-03-05 11:55:23,1,"mau daftar isi no hp, di tunggu kode verifikasi via sms udh 2 jam kaga ada sms ny. cacat apk",mau daftar isi no hp di tunggu kode verifikasi via sms udh jam kaga ada sms ny cacat apk,Negatif,daftar isi no hp tunggu kode verifikasi via sms udh jam kaga sms ny cacat apk
2026-03-04 20:15:14,5,"Oke Sangat mudah di gunakan, untuk bank jakarta tolong aktipkan pembayaran BPJS ketenagakerjaan dan semua Virtual Account semua bank dll. #terimakasih",oke sangat mudah di gunakan untuk bank jakarta tolong aktipkan pembayaran bpjs ketenagakerjaan dan semua virtual account semua bank dll terimakasih,Positif,oke mudah jakarta tolong aktipkan bayar bpjs ketenagakerjaan virtual account dll terimakasih
2026-03-04 15:01:58,1,otp nya susah ....udah 2 jam bolak balik di coba ttp ga bisa masuk,otp nya susah udah jam bolak balik di coba ttp ga bisa masuk,Negatif,otp susah udah jam bolak coba ttp ga masuk
2026-03-04 11:05:24,2,Topup ke DANA nggak masuk masuk.. no callcenter nggak bisa di hubungi. tolong segera di perbaiki,topup ke dana nggak masuk masuk no callcenter nggak bisa di hubungi tolong segera di perbaiki,Negatif,topup dana nggak masuk masuk no callcenter nggak hubung tolong baik
2026-03-04 01:31:09,1,"aplikasi sampah, error terus",aplikasi sampah error terus,Negatif,sampah error
2026-03-03 19:01:30,5,baguss,baguss,Positif,baguss
2026-03-03 18:34:10,1,gimana ini sering banget kejadian transfer belum masuk tapi saldo udah kepotong laporan lewat email juga belom tentu langsung direspon,gimana ini sering banget kejadian transfer belum masuk tapi saldo udah kepotong laporan lewat email juga belom tentu langsung direspon,Negatif,gimana banget jadi transfer masuk saldo udah potong lapor email bom langsung direspon
2026-03-03 17:40:53,1,"aplikasinya masih dalam tahap percobaan ya??? ngirim uang ke dana transaksi gagal, tapi uangnya ke sudah terkirim di istory. aplikasinya masih banyak kurangnya coba dong di perbaiki",aplikasinya masih dalam tahap percobaan ya ngirim uang ke dana transaksi gagal tapi uangnya ke sudah terkirim di istory aplikasinya masih banyak kurangnya coba dong di perbaiki,Negatif,aplikasi tahap coba ya ngirim uang dana transaksi gagal uang kirim istory aplikasi kurang coba baik
2026-03-03 10:19:48,1,"perbaikan lg kinerjanya, jangan ngeremehin org susah",perbaikan lg kinerjanya jangan ngeremehin org susah,Negatif,baik lg kerja ngeremehin org susah
2026-03-02 14:36:22,1,"LEMOT BGT BUAT KIRIM KODE OTPNYA, PDHL PAKETAN MASIH AD 75 GB, KALO NGIRIMIN KODE OTP YG CEPAT WOY LAH!!!!!!!",lemot bgt buat kirim kode otpnya pdhl paketan masih ad gb kalo ngirimin kode otp yg cepat woy lah,Negatif,lot bgt kirim kode otpnya pdhl paket ad gb kalo ngirimin kode otp yg cepat woy
2026-03-02 14:17:04,5,Alhamdulillah...!!,alhamdulillah,Positif,alhamdulillah
2026-03-02 11:13:11,5,mantap,mantap,Positif,mantap
2026-03-01 23:27:24,1,"sangat amat buruk, saldo jelas² baru di isi tiba-tiba habis sisa 0, baru mau di pake bayar tiket, kaget saldo tidak mencukupi padahal belum ada 10 menit diisi udah tiba-tiba jadi 0,parah sih ga ikhlas banget uang tiba-tiba lenyap ga tau kemana, ini bukan soal nominal yah tapi aga nyesek aja tiba-tiba uang di rekening lenyap seketika, pelajaran banget buat ga akan nabung dibank ini lagi, apk nya juga bakal aku uninstall.",sangat amat buruk saldo jelas² baru di isi tiba tiba habis sisa baru mau di pake bayar tiket kaget saldo tidak mencukupi padahal belum ada menit diisi udah tiba tiba jadi parah sih ga ikhlas banget uang tiba tiba lenyap ga tau kemana ini bukan soal nominal yah tapi aga nyesek aja tiba tiba uang di rekening lenyap seketika pelajaran banget buat ga akan nabung dibank ini lagi apk nya juga bakal aku uninstall,Negatif,buruk saldo jelas isi habis sisa pake bayar tiket kaget saldo cukup menit isi udah parah sih ga ikhlas banget uang lenyap ga tau mana nominal yah aga nyesek aja uang rekening lenyap ajar banget ga nabung bank apk uninstall
2026-03-01 21:08:12,5,sangat bagus,sangat bagus,Positif,bagus
2026-03-01 14:02:54,3,"saya email komplenan dan pengaduan ke cs ,tetapi tidak ad kabar baik tntang refund dr jakpay ke rek sendiri malah gagal 2x tp saldo tetap terpotong,,dr tgl 18 febr sampai saat bulan maret ini belm ad kabr baik nya",saya email komplenan dan pengaduan ke cs tetapi tidak ad kabar baik tntang refund dr jakpay ke rek sendiri malah gagal x tp saldo tetap terpotong dr tgl febr sampai saat bulan maret ini belm ad kabr baik nya,Negatif,email komplenan adu cs ad kabar tntang refund dr jakpay rek gagal x tp saldo potong dr tgl febr maret belm ad kabr
2026-03-01 12:27:30,1,dari dl daftar jakone mobile ga pernah bisa katanya harus punya pulsa utama eh giliran udah punya pulsa utama tetep aja ga bisa pasang jakone,dari dl daftar jakone mobile ga pernah bisa katanya harus punya pulsa utama eh giliran udah punya pulsa utama tetep aja ga bisa pasang jakone,Negatif,dl daftar ga pulsa utama eh gilir udah pulsa utama tetep aja ga pasang
2026-03-01 12:17:52,1,saat ini aplikasinya ga bisa kebuka. tolong di perbaiki ya.,saat ini aplikasinya ga bisa kebuka tolong di perbaiki ya,Negatif,aplikasi ga buka tolong baik ya
2026-02-28 20:58:11,1,ko vermuk gx bsa mulu aneh ini aplikasi,ko vermuk gx bsa mulu aneh ini aplikasi,Negatif,ko vermuk gx bsa mulu aneh
2026-02-27 21:07:05,5,mitra bisnis qu,mitra bisnis qu,Positif,mitra bisnis qu
2026-02-27 18:04:51,1,kecewa top up ke dana tapi gak masuk padahal udh berkurang laporan gak di respon masa duit ilang gak tau kmn,kecewa top up ke dana tapi gak masuk padahal udh berkurang laporan gak di respon masa duit ilang gak tau kmn,Negatif,kecewa top up dana gak masuk udh kurang lapor gak respon duit ilang gak tau kmn
2026-02-26 15:50:46,4,sangat bagud,sangat bagud,Positif,bagud
2026-02-26 09:16:27,1,verifikasi wajah lama banget abis itu koneksi gagal,verifikasi wajah lama banget abis itu koneksi gagal,Negatif,verifikasi wajah banget abis koneksi gagal
2026-02-25 14:54:03,1,"kok saldo suka jadi 0 padahal masih ada 29000 lagi, bukan sekali 2kali sering begini bank DKI.. di cek mutasi tidak ada keterangan, parah. jelasin dong BANK DKI.",kok saldo suka jadi padahal masih ada lagi bukan sekali kali sering begini bank dki di cek mutasi tidak ada keterangan parah jelasin dong bank dki,Negatif,saldo suka kali cek mutasi terang parah jelasin
2026-02-25 05:16:26,1,"aplikasinya knp ya kok pas konfirmasi ""apakah sudah mempunyai rekening atau blm"" mau jawab ""IYA"" gak bisa, ke klik nya yang ""TIDAK"" terus. tolong segera diperbaiki ya",aplikasinya knp ya kok pas konfirmasi apakah sudah mempunyai rekening atau blm mau jawab iya gak bisa ke klik nya yang tidak terus tolong segera diperbaiki ya,Negatif,aplikasi knp ya pas konfirmasi rekening blm iya gak klik tolong baik ya
2026-02-24 12:04:49,1,"verif muka selalu ""General error 0404"" udah ke cs tetep ga solve",verif muka selalu general error udah ke cs tetep ga solve,Negatif,verif muka general error udah cs tetep ga solve
2026-02-23 19:25:04,1,SERVERNYA TERLALU LELET SAAT DIGUNAKAN,servernya terlalu lelet saat digunakan,Negatif,servernya lelet
2026-02-23 19:12:35,1,mobile banking nya sangat jelek..,mobile banking nya sangat jelek,Negatif,banking jelek
2026-02-23 10:11:55,5,aplikasi nya bagus dan keren,aplikasi nya bagus dan keren,Positif,bagus keren
2026-02-23 10:11:47,5,Mantaps pokonya mah...,mantaps pokonya mah,Positif,mantaps poko mah
2026-02-22 13:07:19,4,good job,good job,Positif,good job
2026-02-21 19:39:46,2,"ngabisin pulsa doank,berkali2 coba ga bisa2,otp ga masuk2,pulsa aja kesedot sampai habis,parah,kecewa bgt",ngabisin pulsa doank berkali coba ga bisa otp ga masuk pulsa aja kesedot sampai habis parah kecewa bgt,Negatif,ngabisin pulsa doank kali coba ga otp ga masuk pulsa aja sedot habis parah kecewa bgt
2026-02-21 16:15:46,1,"buka rekening baru karna rekening lama mati, pas mau cek atm ga bisa proses transaksi, bikin mbanking ga bisa masuk data salah padahal berkali2 masukin data yang bener.. apa dah maksudnya",buka rekening baru karna rekening lama mati pas mau cek atm ga bisa proses transaksi bikin mbanking ga bisa masuk data salah padahal berkali masukin data yang bener apa dah maksudnya,Negatif,buka rekening karna rekening mati pas cek atm ga proses transaksi bikin mbanking ga masuk data salah kali masukin data bener dah maksud
2026-02-21 14:05:13,3,"saya udah cb masuk berkali kali tp ttp aja gbs sampe menghabiskan banyak pulsa cm buat masuk doang, pdhl semua data udh bnr semua tp ttp aja hrs ngulang² mulu, sampe skrg pun blm bisa untuk masuk",saya udah cb masuk berkali kali tp ttp aja gbs sampe menghabiskan banyak pulsa cm buat masuk doang pdhl semua data udh bnr semua tp ttp aja hrs ngulang² mulu sampe skrg pun blm bisa untuk masuk,Negatif,udah cb masuk kali kali tp ttp aja gbs sampe habis pulsa cm masuk doang pdhl data udh bnr tp ttp aja hrs ngulang mulu sampe skrg blm masuk
2026-02-21 13:47:04,2,saya sudah nunggu kode otp berulang tiap 5 menit. tapi ga masuk juga di pesan. saya memindahkan dki mobile saya ke perangkat yg baru. karna hp saya yg lama sudah rusak.,saya sudah nunggu kode otp berulang tiap menit tapi ga masuk juga di pesan saya memindahkan dki mobile saya ke perangkat yg baru karna hp saya yg lama sudah rusak,Negatif,nunggu kode otp ulang menit ga masuk pesan pindah perangkat yg karna hp yg rusak
2026-02-21 04:26:46,5,lancar,lancar,Positif,lancar
2026-02-21 01:22:35,1,masih saja susah untuk otp knp sih ??!!!,masih saja susah untuk otp knp sih,Negatif,susah otp knp sih
2026-02-16 23:39:06,2,"saya sudah sering terjadi,saya transfer mengunakan jakone mobile,dalam prosesnya saldo terpotong sesuai yg di trasfer tapi tidak masuk ke rek tujuan..walupun dalam 1x24 jam kembali lagi tapi itu kan masalah,,masalah yg harus di perbaiki,cobalah tim terkaitnya jadi bahan epaluasi,jelas saya merasa terhambat.. cukup terimakasih......",saya sudah sering terjadi saya transfer mengunakan jakone mobile dalam prosesnya saldo terpotong sesuai yg di trasfer tapi tidak masuk ke rek tujuan walupun dalam x jam kembali lagi tapi itu kan masalah masalah yg harus di perbaiki cobalah tim terkaitnya jadi bahan epaluasi jelas saya merasa terhambat cukup terimakasih,Negatif,transfer mengunakan proses saldo potong sesuai yg trasfer masuk rek tuju walupun x jam yg baik coba tim kait bahan epaluasi hambat terimakasih
2026-02-16 20:20:16,1,"pengalaman yg tidak mengenakan saya transaksi tf ke ewallet,saldo dki sudah terpotong namun tidak masuk ke rek tujuan, saya coba menghungi call center disuruh tunggu 10 hari kerja,woi ini kan udh jelas kesalahan dari system kalian sendiri bukannya salah transfer knpa w yg harus nunggu seharusnya klo transaksi lewat mbaking gagal mustinya secara otomatis saldo akan balik sendiri bukannya disuruh nunggu",pengalaman yg tidak mengenakan saya transaksi tf ke ewallet saldo dki sudah terpotong namun tidak masuk ke rek tujuan saya coba menghungi call center disuruh tunggu hari kerja woi ini kan udh jelas kesalahan dari system kalian sendiri bukannya salah transfer knpa w yg harus nunggu seharusnya klo transaksi lewat mbaking gagal mustinya secara otomatis saldo akan balik sendiri bukannya disuruh nunggu,Negatif,alam yg kena transaksi tf ewallet saldo potong masuk rek tuju coba menghungi call center suruh tunggu kerja woi udh salah system salah transfer knpa w yg nunggu klo transaksi mbaking gagal mustinya otomatis saldo suruh nunggu
2026-02-16 17:34:30,1,ini gimna si mau masuk ga bisa bisa bilang nya data sudah terdaftar.. sms udah ngabisin pulsa.. bisa berpungsi ga si ini aplikasi.. kalo ga bisa tolong di hapus aja. merugikan orang lain,ini gimna si mau masuk ga bisa bisa bilang nya data sudah terdaftar sms udah ngabisin pulsa bisa berpungsi ga si ini aplikasi kalo ga bisa tolong di hapus aja merugikan orang lain,Negatif,gimna si masuk ga bilang data daftar sms udah ngabisin pulsa pungsi ga si kalo ga tolong hapus aja rugi orang
2026-02-16 16:16:23,5,aplikasi ini sangat penting untuk menunjang percepatan sektor keuangan,aplikasi ini sangat penting untuk menunjang percepatan sektor keuangan,Positif,tunjang cepat sektor uang
2026-02-15 06:35:57,1,"E-banking ga bisa dibuka kontak call swrvice disuruh un install lalu download app ulang. setelah download eh tetep sama. Ga bisa dibuka juga. Cuma tampil halaman layar awal doang, bahkan ga bisa ke halaman untuk login. Lha gimana mau lanjut agan?",e banking ga bisa dibuka kontak call swrvice disuruh un install lalu download app ulang setelah download eh tetep sama ga bisa dibuka juga cuma tampil halaman layar awal doang bahkan ga bisa ke halaman untuk login lha gimana mau lanjut agan,Negatif,e banking ga buka kontak call swrvice suruh un install download ulang download eh tetep ga buka tampil halaman layar doang ga halaman login lha gimana agan
2026-02-14 20:02:43,1,"sampah!!! duit gw balikin oi 1 juta, narik 2 juta malah ilang 1 juta di mesin ATM...",sampah duit gw balikin oi juta narik juta malah ilang juta di mesin atm,Negatif,sampah duit gw balikin oi juta narik juta ilang juta mesin atm
2026-02-12 18:07:14,1,"Aplikasi gak beres.. mau verifikasi data susah bener, sudah datang ke kantor cabang, gak bisa mengatasi kalau emang gak bisa beresin hapus saja aplikasinya",aplikasi gak beres mau verifikasi data susah bener sudah datang ke kantor cabang gak bisa mengatasi kalau emang gak bisa beresin hapus saja aplikasinya,Negatif,gak beres verifikasi data susah bener kantor cabang gak atas emang gak resin hapus aplikasi
2026-02-10 20:12:24,1,sulit disampaikan dengan ketikan mengenai keresahan hati karena aplikasi ini mohon di perbaruhi dengan lebih baik dan bersahabat dengan WNI dari mana saja terutama yang bekerja di Jakarta,sulit disampaikan dengan ketikan mengenai keresahan hati karena aplikasi ini mohon di perbaruhi dengan lebih baik dan bersahabat dengan wni dari mana saja terutama yang bekerja di jakarta,Negatif,sulit keti resah hati mohon baruh sahabat wni jakarta
2026-02-09 17:28:51,1,"niat mau benerin pin, malah duit raib di makan sistem, duit cuma gocap gocap nya, hilang di suruh nunggu 3 hari, sama aja gw ke begal dan masih aja ga ada perubahan gw kebegal lagi di tanggal 09 februari 2026, top up dana nyampe kaga, duit ttp raib, woy bank jakarta berbenah lah sistem lu parah, ngerugiin nasabah, ada ga sih bintang ½? rasa nya Bintang 1 itu ke bagusan buat aplikasi sistem se cacat ini,",niat mau benerin pin malah duit raib di makan sistem duit cuma gocap gocap nya hilang di suruh nunggu hari sama aja gw ke begal dan masih aja ga ada perubahan gw kebegal lagi di tanggal februari top up dana nyampe kaga duit ttp raib woy bank jakarta berbenah lah sistem lu parah ngerugiin nasabah ada ga sih bintang ½ rasa nya bintang itu ke bagusan buat aplikasi sistem se cacat ini,Negatif,niat benerin pin duit raib makan sistem duit gocap gocap hilang suruh nunggu aja gw begal aja ga ubah gw begal tanggal februari top up dana nyampe kaga duit ttp raib woy jakarta benah sistem lu parah ngerugiin nasabah ga sih bintang bintang bagus sistem cacat
